"repository","url","name","owner","description","language","input_license_spdx_id","input_license_name","input_license_osi_approved","stars","issues","created_at","input_first_commit_at","input_last_commit_at","input_activity_months","input_ai_ml_match_topics","input_row_number","sample_source_sha256","accessibility_http_status","accessible_at_run","current_visibility","current_private","current_fork","current_archived","current_stars","current_open_issues","current_created_at","current_updated_at","current_license_spdx_id","current_license_name","current_metadata_exception","pre_cutoff","pre_commit_sha","pre_commit_date","pre_tree_sha","pre_tree_truncated","pre_document_paths","pre_D1","pre_C1","pre_C2","pre_C3","pre_C4","pre_C5","pre_C6","pre_C7","pre_score","pre_D1_evidence","pre_C1_evidence","pre_C2_evidence","pre_C3_evidence","pre_C4_evidence","pre_C5_evidence","pre_C6_evidence","pre_C7_evidence","pre_classification_note","pre_version_error","post_cutoff","post_commit_sha","post_commit_date","post_tree_sha","post_tree_truncated","post_document_paths","post_D1","post_C1","post_C2","post_C3","post_C4","post_C5","post_C6","post_C7","post_score","post_D1_evidence","post_C1_evidence","post_C2_evidence","post_C3_evidence","post_C4_evidence","post_C5_evidence","post_C6_evidence","post_C7_evidence","post_classification_note","post_version_error","observation"
"nilearn/nilearn","https://github.com/nilearn/nilearn","nilearn","nilearn","Machine learning for NeuroImaging in Python","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1439","2593","2011-01-09T19:02:23Z","2011-01-09T19:22:14Z","2026-09-22T06:43:13Z","188.39","machine-learning","280","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1439","289","2011-01-09T19:02:23Z","2026-09-22T06:43:19Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","ab542008425327dc5657b0da68776769445c15b8","2018-05-21T22:27:50Z","0212d4553e0ea95d021b85bf9c4eca84874398fb","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","dd21c043307904762a73fbcb4f9bd91f37e86bb0","2026-06-30T10:56:09Z","28ebc476acdbde140fa35491ede094a570bb2baf","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"scikit-learn-contrib/metric-learn","https://github.com/scikit-learn-contrib/metric-learn","metric-learn","scikit-learn-contrib","Metric learning algorithms in Python","Python","MIT","MIT License","true","1432","165","2013-11-02T08:29:47Z","2013-11-02T08:29:23Z","2026-03-19T21:11:11Z","148.51","machine-learning","281","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1432","51","2013-11-02T08:29:47Z","2026-09-07T07:55:47Z","MIT","MIT License","","2018-05-24T23:59:59Z","4c887d7d6486760d919642b1cd741086dbbbb007","2018-05-18T15:48:58Z","d8f2b8119f286fd332a5f81352649372af96daf6","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","8eb775ea82c41829bc583629ca3fab0fd8f204fc","2026-03-19T21:11:11Z","111943b43897e784957c63db09b8f7466251e3d8","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"GoogleCloudPlatform/data-science-on-gcp","https://github.com/GoogleCloudPlatform/data-science-on-gcp","data-science-on-gcp","GoogleCloudPlatform","Source code accompanying book: Data Science on the Google Cloud Platform, Valliappa Lakshmanan, O'Reilly 2017","Jupyter Notebook","Apache-2.0","Apache License 2.0","true","1431","104","2017-02-10T16:46:57Z","2016-06-07T03:09:43Z","2022-12-20T14:54:56Z","78.43","machine-learning","282","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1431","26","2017-02-10T16:46:57Z","2026-09-10T15:37:04Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","f1f4c9a39457f21d0fdfa61220f9672418c7fa0b","2018-04-22T18:33:23Z","52e24da763a236c0f3b63b81d8c62f16df9d8d6a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","652564b9feeeaab331ce27fdd672b8226ba1e837","2022-12-20T14:54:56Z","1a0f8c1e0343e740d310b844ba730a16797b8491","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"ljvmiranda921/pyswarms","https://github.com/ljvmiranda921/pyswarms","pyswarms","ljvmiranda921","A research toolkit for particle swarm optimization in Python ","Python","MIT","MIT License","true","1397","233","2017-07-12T12:04:45Z","2017-07-12T12:05:22Z","2023-06-06T09:46:40Z","70.79","machine-learning","283","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1397","42","2017-07-12T12:04:45Z","2026-09-21T12:04:41Z","MIT","MIT License","","2018-05-24T23:59:59Z","496760b0e8d773b9f82abfd7264da07432941edb","2018-05-22T12:52:23Z","3725b6baf366775f456be107435f98f7ab959ad2","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","70c969d929bb2dab6211765def0431680fc5cb01","2023-06-06T09:46:40Z","aae782b6f6037570ceca0925adcaf75d8876b995","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"owlbarn/owl","https://github.com/owlbarn/owl","owl","owlbarn","Owl - OCaml Scientific Computing @ https://ocaml.xyz","OCaml","MIT","MIT License","true","1351","304","2016-06-20T20:47:45Z","2016-06-20T20:47:46Z","2026-08-05T09:03:53Z","121.47","machine-learning; neural-network","284","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1351","45","2016-06-20T20:47:45Z","2026-09-20T12:12:11Z","MIT","MIT License","","2018-05-24T23:59:59Z","e1610bafdcbb6cc1af30765b654b4d69dcf08d22","2018-05-24T20:42:50Z","20b95468e43ff97acf6faf531fab022134216a55","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","3e66ccb0b1d21b73fa703f3d3f416ec0107860a4","2025-09-23T16:17:38Z","6f2ec590fd92d589147c3f384962afb928b58f24","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"sebp/scikit-survival","https://github.com/sebp/scikit-survival","scikit-survival","sebp","Survival analysis built on top of scikit-learn","Python","GPL-3.0","GNU General Public License v3.0","true","1322","254","2016-12-26T22:15:53Z","2015-06-08T19:46:52Z","2026-09-22T18:14:19Z","135.48","machine-learning","285","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1322","29","2016-12-26T22:15:53Z","2026-09-22T18:43:44Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","683c40bc57163d47cf731bf13b5139f53549d71a","2018-04-21T16:48:40Z","25ec25098dd909f074ce6ad1f17d3df3f1dc1277","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","fcccd2166223af4a392ea056495715a39c61c520","2026-06-29T06:00:16Z","5bb3355d6b4b7c001e4b087929813d4d8d025fd8","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"ARM-software/armnn","https://github.com/ARM-software/armnn","armnn","ARM-software","Arm NN ML Software.","C++","MIT","MIT License","true","1316","769","2018-03-09T12:11:48Z","2018-03-09T14:13:49Z","2026-07-02T11:24:16Z","99.77","machine-learning; neural-network","286","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1316","2","2018-03-09T12:11:48Z","2026-09-22T20:30:44Z","MIT","MIT License","","2018-05-24T23:59:59Z","3537c2ca7ebf31c1673b9ec2bb0c17b0406bbae0","2018-05-23T12:09:07Z","5950603ad78ec3fe56fb31ddc7f4d52a19f5bc60","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","51e3253748650f87942163c0b2a51ff38f79a377","2026-06-26T13:22:02Z","dd9b9752764eb9750475fe2c29184092fa167842","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"jfkirk/tensorrec","https://github.com/jfkirk/tensorrec","tensorrec","jfkirk","A TensorFlow recommendation algorithm and framework in Python.","Python","Apache-2.0","Apache License 2.0","true","1299","126","2017-02-28T18:51:11Z","2017-02-28T18:51:11Z","2020-02-04T21:10:25Z","35.19","machine-learning","287","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1299","40","2017-02-28T18:51:11Z","2026-09-17T16:58:55Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","02cc0d00054acd125feebb9ac30c1dd2519616df","2018-05-10T14:24:53Z","ffce3733f77662273d132fe536a004b370dc371a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","80690737ac039a5b41fc99e67372c4f67d8cfc51","2020-02-04T21:10:25Z","9a441ec6f00a01f2df4b4076c180601a1ccb4c9d","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"FenTechSolutions/CausalDiscoveryToolbox","https://github.com/FenTechSolutions/CausalDiscoveryToolbox","CausalDiscoveryToolbox","FenTechSolutions","Package for causal inference in graphs and in the pairwise settings. Tools for graph structure recovery and dependencies are included.","Python","MIT","MIT License","true","1239","148","2017-05-31T09:12:45Z","2017-05-31T09:18:05Z","2025-10-13T07:40:06Z","100.42","machine-learning","288","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1239","74","2017-05-31T09:12:45Z","2026-09-21T13:25:54Z","MIT","MIT License","","2018-05-24T23:59:59Z","1f6a8b117967448dd45e62996cca0aab2f89e7b0","2018-05-24T08:31:56Z","977f78d6a12c6cf58ba62bc766deb4530ad9d226","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","ff46dbca3d91f2dba30e6ae54986eea30c9b331f","2025-10-13T07:40:06Z","986f7dfad759435b257c4189389c2f189a51b8e9","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"stereolabs/zed-sdk","https://github.com/stereolabs/zed-sdk","zed-sdk","stereolabs","⚡️The spatial perception framework for rapidly building smart robots and spaces","C++","MIT","MIT License","true","1236","689","2017-04-05T10:02:44Z","2017-04-05T10:02:44Z","2026-06-18T14:14:38Z","110.42","machine-learning; computer-vision; object-detection","289","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1236","3","2017-04-05T10:02:44Z","2026-09-22T15:34:17Z","MIT","MIT License","","2018-05-24T23:59:59Z","6ee9935a3e5f1ca5557acc27a19bdea2018ac41e","2018-05-02T09:24:10Z","f31780241ef8db29f83f0518a248380f65541fce","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","94bac54b237815053cd876435bb5b2c913603655","2026-06-18T14:14:38Z","6f51a48900a79dbf8671bab691cf3bde7f7fad86","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"python-adaptive/adaptive","https://github.com/python-adaptive/adaptive","adaptive","python-adaptive",":chart_with_upwards_trend: Adaptive: parallel active learning of mathematical functions","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1229","241","2017-12-10T01:47:05Z","2017-01-30T12:39:50Z","2026-06-10T22:48:40Z","112.3","machine-learning","290","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1229","106","2017-12-10T01:47:05Z","2026-09-18T02:57:07Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","ccfe27d6a21c44c3d16712f698c5f3ecc345ecac","2018-05-24T23:53:58Z","9df02ebbd869cce93156f7127b964ab99170fa3c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","b3a40ef04b28339c1edf2996455d1a7d685586da","2026-06-10T22:48:40Z","819ffd22d1bff095fceebac691edb4b43ac4b0d7","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"annoviko/pyclustering","https://github.com/annoviko/pyclustering","pyclustering","annoviko","pyclustering is a Python, C++ data mining library.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1217","663","2014-02-25T18:59:03Z","2014-02-25T19:08:17Z","2024-02-08T16:58:25Z","119.41","machine-learning","291","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1217","80","2014-02-25T18:59:03Z","2026-09-11T12:52:46Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","6b2bc227c1a7e7230bbbf94fb650d5bb36261129","2018-05-22T09:17:23Z","f86df615111f97106c72030974601cb54207cf37","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","906532e4a5422479cc6813e852f9c3cb48ea7a64","2024-02-08T16:58:25Z","45c1f3f05842da4aafcb9d3fea2b1bca9dd3e3af","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"onnx/onnxmltools","https://github.com/onnx/onnxmltools","onnxmltools","onnx","ONNXMLTools enables conversion of models to ONNX","Python","Apache-2.0","Apache License 2.0","true","1171","314","2018-02-16T20:37:33Z","2018-02-16T20:37:34Z","2026-06-23T07:23:33Z","100.15","machine-learning","292","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1171","151","2018-02-16T20:37:33Z","2026-09-21T12:17:49Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","ccf3acb629d90d4a5634252951c2ea530302cc03","2018-05-23T18:18:25Z","0f2a14dfb6c7818041954f24cf75b3d3f2f7b3f6","FALSE","README.md; README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","cf608be48fe11cbcc7c2efd350ceb497867029f3","2026-06-23T07:23:33Z","0f231cfe420e5d80954bb4f43d57df88ba00e64b","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"grf-labs/grf","https://github.com/grf-labs/grf","grf","grf-labs","Generalized Random Forests ","C++","GPL-3.0","GNU General Public License v3.0","true","1111","552","2016-08-12T13:17:37Z","2014-07-28T09:48:17Z","2026-04-30T18:40:08Z","141.08","machine-learning","293","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1111","69","2016-08-12T13:17:37Z","2026-09-18T11:23:17Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","a33eb410bb850951ae757bd7e924aa7049a1371c","2018-05-09T07:36:15Z","c4aeec4b5540cefda1a68b0504f937f0ffcfbfdc","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","5bee99b51471f76cb2d63acbc8a9b0ffec408ba0","2026-04-30T18:40:08Z","237ca65b6dbdb53180c0dbc9f1f68ddef28c0689","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"emedvedev/attention-ocr","https://github.com/emedvedev/attention-ocr","attention-ocr","emedvedev","A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and compatible with Google Cloud ML Engine.","Python","MIT","MIT License","true","1086","153","2017-07-21T18:35:19Z","2016-06-09T00:16:29Z","2023-10-20T17:48:54Z","88.36","machine-learning","294","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1086","27","2017-07-21T18:35:19Z","2026-09-17T18:33:03Z","MIT","MIT License","","2018-05-24T23:59:59Z","b2c8f65af72a1d33d39c066eb90ab882b18fbffd","2018-05-24T16:22:13Z","6d3be09770cac1afde007642b14b9388b176ad3d","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","fd50b4c3e828437d420ebd16c35876a57448db3b","2023-10-20T17:48:54Z","d2ee5dc324a5f25cfafb9e33c2e5a88642f880b5","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"J535D165/recordlinkage","https://github.com/J535D165/recordlinkage","recordlinkage","J535D165","A powerful and modular toolkit for record linkage and duplicate detection in Python","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1062","138","2015-10-18T09:00:02Z","2015-10-18T08:58:52Z","2023-07-20T12:59:41Z","93.04","machine-learning","295","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1062","64","2015-10-18T09:00:02Z","2026-09-22T13:56:11Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","95068824f93ddfbcd7f5caa1547483745315d767","2018-03-14T21:10:25Z","1a6d8873cc600fb9f05c1a55ec630a8b9597f170","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","b93d97641952f8c85106be5794ca93b1f1298fbc","2023-07-20T12:59:41Z","e94df9dbed523a66b497928c2bf948f52349c319","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"NeuroTechX/moabb","https://github.com/NeuroTechX/moabb","moabb","NeuroTechX","Mother of All BCI Benchmarks","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1055","514","2017-05-15T15:01:39Z","2017-05-15T14:58:19Z","2026-09-19T19:56:28Z","112.16","machine-learning","296","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1056","123","2017-05-15T15:01:39Z","2026-09-23T01:32:29Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","a219e40771dc969cea2864d4950c67e4c0bc1d94","2018-05-17T14:18:01Z","060fc92a31f27fdc921ff4c1adf18ca37b959e90","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","78f18a1dc09cc46135a677f2c31e6d7357b3b1a4","2026-06-29T11:51:03Z","81edd4bcdedb2b4e3e02562a7ca02dd0f0fa8dc6","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
